surveyId,hitId,AssignmentId,workerId,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,3FE7TXL1LK0DYNX02LYUFGUFVTIQ2Q,A31JJOVFRR589W,26,Female,some_college,employed_other,No,white,republican,32132,253.0,1,2,1,1,3,1,2,1,1,1,1,4,1,1,4,1,4,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,3IJXV6UZ1ZWHL9Q2438M7MB1GBKIRX,AQ3VIKA164ZFO,31,Male,bachelors,employed_stem,Yes,white,democrat,98133,130.0,2,3,2,3,4,3,2,2,3,3,4,2,1,3,2,3,4,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,33IZTU6J83EQCJFAIE8S063CQQ9XS2,A1Q8BVDD8I2NBO,20,Male,associates,student,No,african-american,independent,62951,85.0,1,3,1,1,3,3,1,1,2,1,1,3,1,1,4,1,4,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,30IQTZXKAMJQBAVY9CP8Q0XTVZR0XL,A15UQR1BGDXBGH,30,Female,some_college,unemployed,No,white,republican,72904,105.0,2,3,1,2,3,3,1,1,1,1,1,3,1,1,3,1,1,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,3AQF3RZ55AV4PZQSB7Z3TU7D4XM6F6,A302KOFOYLD89A,42,Female,associates,employed_other,No,white,democrat,92673,1013.0,3,1,4,3,3,4,1,1,2,1,1,1,4,1,1,1,5,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,39L1G8WVWS4E2192L6MKXPRZTVU31N,A1ZNO22R0CI05Q,33,Female,some_college,unemployed,No,white,democrat,23005,6095.0,2,4,5,2,1,4,1,2,5,2,4,3,4,2,2,2,5,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,33C7UALJVNB03YF8XNHGO6ZA9IZ81Z,A19HZSTGHKG7CI,24,Male,bachelors,student,Yes,hawaiian,lean-democrat,78705,100.0,3,4,4,3,3,4,3,2,3,4,4,4,3,3,4,3,4,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,3TY7ZAOG5HXKRAWRATAJ06PRZQ2K06,AYM9V69MSQPZ5,25,Male,bachelors,employed_stem,No,white,democrat,31061,286.0,5,3,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Impeach.png,Food - Adidas.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - Adidas.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3WLEIWSYHQU0LUYXJVB0622E46PH2O,AE7V5Q6DX17T,23,Male,associates,employed_biz,Yes,white,lean-democrat,35004,282.0,4,1,2,3,2,4,5,3,4,3,2,5,2,4,4,2,4,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3QIYRE09Y5UL652C3P6Z63P5YDPN1T,A1310ESSXZSFMQ,51,Female,some_college,employed_other,No,white,democrat,78660,347.0,2,4,5,2,1,1,4,4,1,1,1,2,2,2,2,1,1,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3BC8WZX3V59UE8TLUQ2VLECS38DRRM,A1LBZN4DTWVQ7D,25,Female,grad,student,Yes,white,democrat,32003,302.0,4,2,3,4,2,2,4,2,3,2,4,2,3,2,3,3,2,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3KV0LJBBH4Y3HSGTPI6EZFIIXLWRMG,A37LZED187CKU3,36,Female,bachelors,employed_biz,No,white,lean-republican,10022,389.0,4,3,2,1,2,1,3,2,1,2,3,2,2,1,2,1,2,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3YOH7BII0BK0KBX7DQY8LZFHTMIVKC,A3Q2SVJQJIC8CE,29,Male,bachelors,employed_biz,No,african-american,democrat,88101,472.0,3,4,2,4,3,5,5,2,2,4,1,4,5,5,3,4,5,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,34Q075JO1ZQIL9A52J41VRTSQK610O,AIZ4C8S4DW2WG,33,Female,grad,employed_teacher,No,white,lean-republican,70726,1054.0,4,3,1,3,1,1,4,2,3,1,2,4,3,2,3,1,1,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3OHYZ19UGEIZIEFO0NZ5WTIDSHTAOC,AZCGSVDT79E6X,25,Male,some_highschool,unemployed,No,white,democrat,13324,450.0,3,4,5,4,1,1,4,5,2,2,5,4,4,2,5,1,4,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3YDGXNSEO17HVXCRK50IM46DL2V48U,ANYJ22IOQKAX3,24,Male,some_highschool,employed_biz,No,african-american,lean-democrat,20772,103.0,5,4,3,2,4,5,4,5,4,3,4,5,4,5,3,4,4,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3AZHRG4CU6XEVCOKPNIKJK8PO5Z30Z,A3822BB341LIB2,25,Male,highschool,employed_other,No,white,lean-democrat,60543,3638.0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Alternet Page - bp.png,Alternet Page - Impeach.png,Book - NRA.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - Polar Bear.png,NYT Page - Impeach.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3UOUJI6MTFR6RW7E7J3SF7L0BNOUX9,A3AX06GM43C6X8,32,Male,bachelors,employed_biz,Yes,african-american,republican,10001,219.0,4,5,3,4,5,4,3,4,5,3,4,4,5,3,4,5,3,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3F1567XTNYIOY7IZNUD9P32T1ZW9Q5,A3FRUZJYP8SCHC,58,Male,highschool,employed_other,No,white,lean-republican,85142,299.0,3,3,4,5,2,4,4,3,4,5,4,3,4,3,4,3,3,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3TVRFO09GMS386KKY5BROKPHYW0LXB,A28X70CWD4KM95,35,Male,bachelors,employed_biz,No,white,democrat,84010,150.0,3,2,4,4,3,3,5,5,4,3,4,4,5,1,1,1,3,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3EG49X351WPLPLHDB15PZ17K81BX6F,A301YMSMP4POD3,31,Male,bachelors,employed_stem,No,white,republican,47872,220.0,2,2,3,2,4,2,1,1,5,2,2,4,1,3,1,1,4,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3AZHRG4CU6XEVCOKPNIKJK8PO4Q30O,AS6BWSIIQJDYV,49,Male,some_college,employed_other,No,other,independent,10467,277.0,3,5,1,1,5,1,1,5,5,4,1,5,1,1,1,1,1,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3Y5140Z9DZTW9WANRB4X2RBMFUZIPA,A1Q8BVDD8I2NBO,20,Male,associates,student,No,african-american,independent,62951,78.0,1,1,1,1,1,1,4,5,4,3,1,3,1,1,4,3,1,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3Z7EFSHGNBRA52QELSISL1ZU4OXCXZ,A5SXOFI8D0DZQ,56,Female,grad,employed_stem,No,white,republican,02760,360.0,4,4,4,3,3,4,4,4,5,4,4,4,4,2,3,3,3,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,324G5B4FB5LWWVP7RZLAW1K5T6T70E,A21JGQV5D20RC3,65,Male,bachelors,employed_teacher,No,white,other-party,02121,260.0,2,1,1,3,1,1,5,4,5,3,1,1,1,1,3,1,3,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3WYP994K194APQ7NGXRRIFETA8R6YI,A2VR0KBCWPY8E1,35,Male,grad,employed_biz,No,decline,lean-democrat,02035,175.0,2,1,5,4,1,4,1,1,4,3,3,5,5,3,3,1,1,Alternet Page - bp.png,Alternet Page - Polar Bear.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - bp.png,Daily Kos Page - Liberal Quiz.png,Food - Liberal Quiz.png,Food - Fasion.png,NewsMax Page - bp.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - bp.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
75,3UOMW19E6EJZGZ8APKUW4YDL5JQC5S,3FDJT1UU76LJMHIS7ZGVH1LIGXIK5U,A38VT8M4NHBCGN,31,Male,some_college,employed_other,No,white,independent,79906,254.0,3,2,4,3,2,1,2,2,2,1,2,4,4,2,4,1,5,Alternet Page - bp.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Wallet.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - NRA.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
