surveyId,hitId,AssignmentId,workerId,CountryCriteria,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
3,3VAOOVPI3056LS51UK32O6Z5KHPLLN,3TYCR1GOTEWSD1KZZNZCL55S6T5LZ9,AZBS0MVCBSCGY,No,28,Female,grad,employed_stem,No,asian,democrat,69158,627,4,2,3,3,4,4,2,3,4,2,4,4,4,3,2,4,2,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - NRA.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - bp.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
3,3VAOOVPI3056LS51UK32O6Z5KHPLLN,3LEP4MGT3IDDXRTRGSLLGAQK6HJBDF,A191S6OYAK1N2Q,No,28,Male,bachelors,employed_biz,No,asian,lean-republican,60082,4740,4,4,5,4,5,3,5,4,3,5,4,5,3,5,3,4,5,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - NRA.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - bp.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
3,3VAOOVPI3056LS51UK32O6Z5KHPLLN,3SPJ033423GMDLMU0GLGRJJYWAWYJT,A15CCQOQIM1OY8,No,28,Male,bachelors,employed_biz,No,asian,lean-republican,60082,4770,4,4,3,5,3,4,5,3,4,5,3,4,5,3,5,4,3,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - NRA.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - bp.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
3,3VAOOVPI3056LS51UK32O6Z5KHPLLN,3HWRJOOET7FH6JOTN9I0CHI5AH4ESA,AU6E25191M6SL,No,28,Male,bachelors,employed_biz,No,asian,lean-republican,60082,5017,3,4,3,4,3,4,5,3,4,3,4,5,3,4,3,5,4,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - NRA.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - bp.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
3,3VAOOVPI3056LS51UK32O6Z5KHPLLN,36WLNQG781NIPX7RCNW5MS856ULBEB,A2G92T4A1U377C,No,27,Female,grad,employed_stem,Yes,asian,democrat,90201,3302,5,1,2,2,2,4,2,1,1,1,3,2,4,3,4,1,1,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - NRA.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - bp.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3LKC68YZ3CGWPRIR1SVXEIF4KW6OW3,A3DHNSDUMYK2QK,No,34,Male,bachelors,employed_stem,Yes,asian,lean-democrat,63050,130,5,4,5,4,5,4,5,5,4,5,4,5,5,4,4,5,5,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3XC1O3LBOUZWRPB0TVAUZH4BLXJLTT,A2OFN0A5CPLH57,No,36,Female,bachelors,decline,No,white,republican,84655,209,3,1,2,2,1,1,2,3,5,1,1,1,1,1,5,1,1,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3AQF3RZ55AV4PZQSB7Z3TU7D4TM6FY,A2ZYO0FHHESP4J,No,44,Male,bachelors,employed_biz,No,asian,lean-democrat,77407,219,3,1,4,5,1,1,5,5,5,1,2,3,5,1,5,1,1,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3MMN5BL1W1HBYQVRES5IHHF2R3WM3F,ADC4VXNQJ9FEW,No,39,Female,highschool,employed_stem,No,white,lean-democrat,23451,485,2,2,3,2,1,3,5,4,5,2,1,2,3,2,5,2,1,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3VP0C6EFSI9AV9I9XU3GOKRM1UY6M5,AR9V5TYKSZQ78,No,28,Male,grad,employed_other,No,asian,democrat,82001,705,4,3,4,3,2,3,2,4,3,2,3,2,3,4,3,2,3,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3E7TUJ2EGEZU9YEUI87PP4VUIHE9D1,A34O5BZHPITDRU,No,25,Male,bachelors,employed_stem,Yes,white,lean-democrat,46001,139,4,4,3,4,3,4,4,3,3,4,4,3,3,4,4,4,3,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3VFJCI1K41C3PIK7EF8JMAYL1V0GR5,A5WAWW70PYRP,No,31,Male,grad,employed_biz,No,asian,democrat,78702,2956,3,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,4,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3VBEN272MMCFQXKKT48OCK3HNYKSG8,A1ZKD55CLM1I36,No,27,Male,grad,employed_stem,No,white,republican,67745,304,4,2,4,3,2,2,4,4,4,2,2,2,4,4,2,2,3,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
4,36818Z1KV4Q895O8RNACJ6PDQJ03AA,3QJOXOW4XL4E8OBO3CME08JZITVEM9,A199OMCEJRZJLW,No,30,Male,bachelors,employed_stem,No,native,democrat,99501,1361,4,5,3,4,4,2,4,4,2,4,4,4,4,2,4,4,4,Alternet Page - Wallet.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
5,3P520RYKCIJV2TPABBFWY4ZRBIJ5UE,3H0W84IWBMF554OG8KIVM7D9OFLREZ,A35P8YSNTQ7OTP,No,47,Male,bachelors,unemployed,No,other,other-party,98367,1003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Alternet Page - Fasion.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - bp.png,Breitbart Page - bp.png,Breitbart Page - NRA.PNG,Daily Kos Page - Fasion.png,Daily Kos Page - Polar Bear.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
